Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1	Ä§·¨ÊôÐÔË÷Òý2	Ä§·¨ÊôÐÔË÷Òý3	Ä§·¨ÊôÐÔË÷Òý4	Ä§·¨ÊôÐÔË÷Òý5	Ä§·¨ÊôÐÔË÷Òý6	ËùÔÚÌ××°	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2	À©Õ¹Ì××°Òþ²ØÊôÐÔ3	¿ÉÈÛÁ¶ÊôÐÔÊýÁ¿	¿ÉÈÛÁ¶ÎÆ¸ÖÆ·ÖÊ	»ù´¡±ø¼×Öµ	ÊÇ·ñ¿ÉÉýÐÇ×°±¸	¿ÉÏâÇ¶ÐÇ³½Ê¯ÊýÁ¿	×°±¸Í»ÆÆ×£¸£Öµ	ÌØÊâ×°±¸±êÊ¶£¨¿É¶¨ÒåµÀ¾ßÃû³ÆÑÕÉ«£¬ºóÐøÀ©Õ¹£©
Tinh S­¬ng-LuyÖn NhËt H¹ng QuyÓn	0	4	1	\spr\item\equip\nick\obj-neck35.spr	36	2	1	Trang bÞ Hoµng Kim, bé trang Thiªn NhÉn M©u Ph¸p cÊp Tinh S­¬ng, mãn 1	0	99999	10	0																						36	10	39	7	46	1							962	940	980	4058	1003	1303	392	408	1	2603	1281		2	10					
Tinh S­¬ng-LuyÖn NhËt Kh«i	0	7	2	\spr\item\equip\cap\obj-ma-cap83.spr	28	2	2	Trang bÞ Hoµng Kim, bé trang Thiªn NhÉn M©u Ph¸p cÊp Tinh S­¬ng, mãn 2	2	99999	10	0	30	360	360	31	85	85																36	10	39	7	46	1							962	900	981	4059	1340	4063	392	408	2	2352	1281		2	10					
Tinh S­¬ng-LuyÖn NhËt LiÖt DiÔm Ban ChØ	0	3	0	\spr\item\equip\ring\obj-ring35.spr	37	1	1	Trang bÞ Hoµng Kim, bé trang Thiªn NhÉn M©u Ph¸p cÊp Tinh S­¬ng, mãn 3	1	99999	10	0																						36	10	39	7	46	1							962	860	980	1023	1340	1303	392	408	3	130			2	10					
Tinh S­¬ng-LuyÖn NhËt Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle41.spr	34	1	2	Trang bÞ Hoµng Kim, bé trang Thiªn NhÉn M©u Ph¸p cÊp Tinh S­¬ng, mãn 4	3	99999	10	0	30	135	135	31	80	80																36	10	39	7	46	1							962	920	4288	4060	1340	1303	392	408	4	2604	1281		2	10					
Tinh S­¬ng-LuyÖn NhËt Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash79.spr	33	2	1	Trang bÞ Hoµng Kim, bé trang Thiªn NhÉn M©u Ph¸p cÊp Tinh S­¬ng, mãn 5	4	99999	10	0	30	160	160	31	80	80																36	10	39	7	46	1							962	880	4295	1023	1340	1303	392	408	5	2352	2339		2	10					
Tinh S­¬ng-LuyÖn NhËt Gi¸p	0	2	16	\spr\item\equip\armor\obj-ma-cloth83.spr	23	2	3	Trang bÞ Hoµng Kim, bé trang Thiªn NhÉn M©u Ph¸p cÊp Tinh S­¬ng, mãn 6	0	99999	10	0	30	720	720	31	90	90																36	10	39	7	46	1							962	940	4288	4058	4298	4063	392	408	6	2352	2836		2	10					
Tinh S­¬ng-LuyÖn NhËt Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-staff28.spr	12	1	4	Trang bÞ Hoµng Kim, bé trang Thiªn NhÉn M©u Ph¸p cÊp Tinh S­¬ng, mãn 7	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	10	39	7	46	1							2716	900	1084	4059	1325	4063	392	408	7	2352	130		2	10					
Tinh S­¬ng-LuyÖn NhËt Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes83.spr	26	2	2	Trang bÞ Hoµng Kim, bé trang Thiªn NhÉn M©u Ph¸p cÊp Tinh S­¬ng, mãn 8	1	99999	10	0	30	160	160	31	80	80																36	10	39	7	46	1							962	860	4295	1023	1262	1303	392	408	8	2352	1281		2	10					
Tinh S­¬ng-LuyÖn NhËt Béi	0	9	1	\spr\item\equip\waist\obj-waist36.spr	36	1	2	Trang bÞ Hoµng Kim, bé trang Thiªn NhÉn M©u Ph¸p cÊp Tinh S­¬ng, mãn 9	3	99999	10	0																						36	10	39	7	46	1							962	920	981	4060	1340	1303	392	408	9	2605	1281		2	10					
Tinh S­¬ng-LuyÖn NhËt HuyÕt Thó Ban ChØ	0	3	0	\spr\item\equip\ring\obj-ring35.spr	37	1	1	Trang bÞ Hoµng Kim, bé trang Thiªn NhÉn M©u Ph¸p cÊp Tinh S­¬ng, mãn 10	4	99999	10	0																						36	10	39	7	46	1							962	880	981	1023	1340	1303	392	408	10	130			2	10					
Tinh S­¬ng-Khèc Viªm H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck35.spr	36	2	1	Trang bÞ Hoµng Kim, bé trang Thiªn NhÉn §ao Ph¸p cÊp Tinh S­¬ng, mãn 1	1	99999	10	0																						36	10	39	7	46	1							962	940	980	4058	1003	1303	393	409	1	2607	1281		2	10					
Tinh S­¬ng-Khèc Viªm Qu¸n MiÖn	0	7	2	\spr\item\equip\cap\obj-ma-cap83.spr	28	2	2	Trang bÞ Hoµng Kim, bé trang Thiªn NhÉn §ao Ph¸p cÊp Tinh S­¬ng, mãn 2	3	99999	10	0	30	360	360	31	85	85																36	10	39	7	46	1							962	900	981	4059	1340	4063	393	409	2	2352	2340		2	10					
Tinh S­¬ng-Khèc Viªm Dong Nham ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring35.spr	37	1	1	Trang bÞ Hoµng Kim, bé trang Thiªn NhÉn §ao Ph¸p cÊp Tinh S­¬ng, mãn 3	4	99999	10	0																						36	10	39	7	46	1							962	860	980	1023	1340	1303	393	409	3	130			2	10					
Tinh S­¬ng-Khèc Viªm Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle41.spr	34	1	2	Trang bÞ Hoµng Kim, bé trang Thiªn NhÉn §ao Ph¸p cÊp Tinh S­¬ng, mãn 4	0	99999	10	0	30	135	135	31	80	80																36	10	39	7	46	1							962	920	4288	4060	1340	1303	393	409	4	2608	1281		2	10					
Tinh S­¬ng-Khèc Viªm Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash79.spr	33	2	1	Trang bÞ Hoµng Kim, bé trang Thiªn NhÉn §ao Ph¸p cÊp Tinh S­¬ng, mãn 5	2	99999	10	0	30	160	160	31	80	80																36	10	39	7	46	1							962	880	4295	1023	1340	1303	393	409	5	2352	1281		2	10					
Tinh S­¬ng-Khèc Viªm Gi¸p Y	0	2	16	\spr\item\equip\armor\obj-ma-cloth83.spr	23	2	3	Trang bÞ Hoµng Kim, bé trang Thiªn NhÉn §ao Ph¸p cÊp Tinh S­¬ng, mãn 6	1	99999	10	0	30	720	720	31	90	90																36	10	39	7	46	1							962	940	4288	4058	4298	4063	393	409	6	2352	2837		2	10					
Tinh S­¬ng-Khèc Viªm B¶o §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade35.spr	10	1	4	Trang bÞ Hoµng Kim, bé trang Thiªn NhÉn §ao Ph¸p cÊp Tinh S­¬ng, mãn 7	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	10	39	7	46	1							2719	900	1143	4059	1342	4063	393	409	7	2352	130		2	10					
Tinh S­¬ng-Khèc Viªm Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes83.spr	26	2	2	Trang bÞ Hoµng Kim, bé trang Thiªn NhÉn §ao Ph¸p cÊp Tinh S­¬ng, mãn 8	4	99999	10	0	30	160	160	31	80	80																36	10	39	7	46	1							962	860	4295	1023	1262	1303	393	409	8	2352	1281		2	10					
Tinh S­¬ng-Khèc Viªm Béi	0	9	1	\spr\item\equip\waist\obj-waist36.spr	34	1	2	Trang bÞ Hoµng Kim, bé trang Thiªn NhÉn §ao Ph¸p cÊp Tinh S­¬ng, mãn 9	0	99999	10	0																						36	10	39	7	46	1							962	920	981	4060	1340	1303	393	409	9	2609	1281		2	10					
Tinh S­¬ng-Khèc Viªm D­¬ng Viªm ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring35.spr	37	1	1	Trang bÞ Hoµng Kim, bé trang Thiªn NhÉn §ao Ph¸p cÊp Tinh S­¬ng, mãn 10	2	99999	10	0																						36	10	39	7	46	1							962	880	981	1023	1340	1303	393	409	10	130			2	10					
Tinh S­¬ng-ChÊn S¬n Phï	0	4	1	\spr\item\equip\nick\obj-neck36.spr	36	2	1	Trang bÞ Hoµng Kim, bé trang Vâ §ang QuyÒn Ph¸p cÊp Tinh S­¬ng, mãn 1	3	99999	10	0																						36	10	39	8	46	1							962	860	980	1023	1003	1303	394	410	1	2611	1281		2	10					
Tinh S­¬ng-ChÊn S¬n Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap84.spr	28	2	2	Trang bÞ Hoµng Kim, bé trang Vâ §ang QuyÒn Ph¸p cÊp Tinh S­¬ng, mãn 2	4	99999	10	0	30	360	360	31	85	85																36	10	39	8	46	1							962	900	981	4059	1340	4068	394	410	2	2677	1281		2	10					
Tinh S­¬ng-ChÊn S¬n VÜnh Sinh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring36.spr	37	1	1	Trang bÞ Hoµng Kim, bé trang Vâ §ang QuyÒn Ph¸p cÊp Tinh S­¬ng, mãn 3	0	99999	10	0																						36	10	39	8	46	1							962	920	980	4060	1340	1303	394	410	3	130			2	10					
Tinh S­¬ng-ChÊn S¬n Tô	0	8	1	\Spr\item\equip\bangle\obj-bangle42.spr	34	1	2	Trang bÞ Hoµng Kim, bé trang Vâ §ang QuyÒn Ph¸p cÊp Tinh S­¬ng, mãn 4	2	99999	10	0	30	135	135	31	80	80																36	10	39	8	46	1							962	940	4290	4058	1340	1303	394	410	4	2677	1281		2	10					
Tinh S­¬ng-ChÊn S¬n Ph¸p §¸i	0	6	1	\spr\item\equip\sash\obj-sash80.spr	33	2	1	Trang bÞ Hoµng Kim, bé trang Vâ §ang QuyÒn Ph¸p cÊp Tinh S­¬ng, mãn 5	1	99999	10	0	30	160	160	31	80	80																36	10	39	8	46	1							962	880	4294	1023	1340	1303	394	410	5	2612	1281		2	10					
Tinh S­¬ng-ChÊn S¬n §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth84.spr	24	2	3	Trang bÞ Hoµng Kim, bé trang Vâ §ang QuyÒn Ph¸p cÊp Tinh S­¬ng, mãn 6	3	99999	10	0	30	720	720	31	90	90																36	10	39	8	46	1							962	860	4290	1023	4298	4068	394	410	6	2677	2838		2	10					
Tinh S­¬ng-ChÊn S¬n ThÇn KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword34.spr	9	1	3	Trang bÞ Hoµng Kim, bé trang Vâ §ang QuyÒn Ph¸p cÊp Tinh S­¬ng, mãn 7	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	10	39	8	46	1							2719	900	1163	4059	1342	4068	394	410	7	2677	130		2	10					
Tinh S­¬ng-ChÊn S¬n L÷	0	5	0	\spr\item\equip\boots\obj-shoes84.spr	26	2	2	Trang bÞ Hoµng Kim, bé trang Vâ §ang QuyÒn Ph¸p cÊp Tinh S­¬ng, mãn 8	0	99999	10	0	30	160	160	31	80	80																36	10	39	8	46	1							962	920	4294	4060	1262	1303	394	410	8	2613	1281		2	10					
Tinh S­¬ng-ChÊn S¬n Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist37.spr	36	1	2	Trang bÞ Hoµng Kim, bé trang Vâ §ang QuyÒn Ph¸p cÊp Tinh S­¬ng, mãn 9	2	99999	10	0																						36	10	39	8	46	1							962	940	981	4058	1340	1303	394	410	9	2677	2341		2	10					
Tinh S­¬ng-ChÊn S¬n §¹o Hµnh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring36.spr	37	1	1	Trang bÞ Hoµng Kim, bé trang Vâ §ang QuyÒn Ph¸p cÊp Tinh S­¬ng, mãn 10	1	99999	10	0																						36	10	39	8	46	1							962	880	981	1023	1340	1303	394	410	10	130			2	10					
Tinh S­¬ng-Qu©n Uy Phï	0	4	1	\spr\item\equip\nick\obj-neck36.spr	36	2	1	Trang bÞ Hoµng Kim, bé trang Vâ §ang KiÕm Ph¸p cÊp Tinh S­¬ng, mãn 1	0	99999	10	0																						36	10	39	8	46	1							962	860	980	1023	1003	1303	395	411	1	2615	1281		2	10					
Tinh S­¬ng-Qu©n Uy Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap84.spr	28	2	2	Trang bÞ Hoµng Kim, bé trang Vâ §ang KiÕm Ph¸p cÊp Tinh S­¬ng, mãn 2	2	99999	10	0	30	360	360	31	85	85																36	10	39	8	46	1							962	900	981	4059	1340	4068	395	411	2	2677	1281		2	10					
Tinh S­¬ng-Qu©n Uy H»ng Cöu Ph¸p Giíi	0	3	0	\spr\item\equip\ring\obj-ring36.spr	37	1	1	Trang bÞ Hoµng Kim, bé trang Vâ §ang KiÕm Ph¸p cÊp Tinh S­¬ng, mãn 3	1	99999	10	0																						36	10	39	8	46	1							962	920	980	4060	1340	1303	395	411	3	130			2	10					
Tinh S­¬ng-Qu©n Uy Tô	0	8	1	\Spr\item\equip\bangle\obj-bangle42.spr	34	1	2	Trang bÞ Hoµng Kim, bé trang Vâ §ang KiÕm Ph¸p cÊp Tinh S­¬ng, mãn 4	3	99999	10	0	30	135	135	31	80	80																36	10	39	8	46	1							962	940	4290	4058	1340	1303	395	411	4	2677	2342		2	10					
Tinh S­¬ng-Qu©n Uy Ph¸p §¸i	0	6	0	\spr\item\equip\sash\obj-sash80.spr	32	2	1	Trang bÞ Hoµng Kim, bé trang Vâ §ang KiÕm Ph¸p cÊp Tinh S­¬ng, mãn 5	4	99999	10	0	30	160	160	31	80	80																36	10	39	8	46	1							962	880	4294	1023	1340	1303	395	411	5	2616	1281		2	10					
Tinh S­¬ng-Qu©n Uy §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth84.spr	24	2	3	Trang bÞ Hoµng Kim, bé trang Vâ §ang KiÕm Ph¸p cÊp Tinh S­¬ng, mãn 6	0	99999	10	0	30	720	720	31	90	90																36	10	39	8	46	1							962	860	4290	1023	4298	4068	395	411	6	2677	2839		2	10					
Tinh S­¬ng-Qu©n Uy ThÇn KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword34.spr	9	1	3	Trang bÞ Hoµng Kim, bé trang Vâ §ang KiÕm Ph¸p cÊp Tinh S­¬ng, mãn 7	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	10	39	8	46	1							2715	900	1084	4059	1325	4068	395	411	7	2677	130		2	10					
Tinh S­¬ng-Qu©n Uy L÷	0	5	0	\spr\item\equip\boots\obj-shoes84.spr	26	2	2	Trang bÞ Hoµng Kim, bé trang Vâ §ang KiÕm Ph¸p cÊp Tinh S­¬ng, mãn 8	1	99999	10	0	30	160	160	31	80	80																36	10	39	8	46	1							962	920	4294	4060	1262	1303	395	411	8	2677	1281		2	10					
Tinh S­¬ng-Qu©n Uy Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist37.spr	36	1	2	Trang bÞ Hoµng Kim, bé trang Vâ §ang KiÕm Ph¸p cÊp Tinh S­¬ng, mãn 9	3	99999	10	0																						36	10	39	8	46	1							962	940	981	4058	1340	1303	395	411	9	2617	1281		2	10					
Tinh S­¬ng-Qu©n Uy BÊt DiÖt Ph¸p Giíi	0	3	0	\spr\item\equip\ring\obj-ring36.spr	37	1	1	Trang bÞ Hoµng Kim, bé trang Vâ §ang KiÕm Ph¸p cÊp Tinh S­¬ng, mãn 10	4	99999	10	0																						36	10	39	8	46	1							962	880	981	1023	1340	1303	395	411	10	130			2	10					
Tinh S­¬ng-Minh L«i H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck36.spr	36	2	1	Trang bÞ Hoµng Kim, bé trang C«n L«n §ao Ph¸p cÊp Tinh S­¬ng, mãn 1	0	99999	10	0																						36	10	39	9	46	1							962	860	980	1023	1003	1303	396	412	1	2619	1281		2	10					
Tinh S­¬ng-Minh L«i §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap85.spr	28	2	2	Trang bÞ Hoµng Kim, bé trang C«n L«n §ao Ph¸p cÊp Tinh S­¬ng, mãn 2	2	99999	10	0	30	360	360	31	85	85																36	10	39	9	46	1							962	900	981	4059	1340	4315	396	412	2	2352	1281		2	10					
Tinh S­¬ng-Minh L«i Träng D­¬ng Giíi	0	3	0	\spr\item\equip\ring\obj-ring36.spr	37	1	1	Trang bÞ Hoµng Kim, bé trang C«n L«n §ao Ph¸p cÊp Tinh S­¬ng, mãn 3	1	99999	10	0																						36	10	39	9	46	1							962	920	980	4060	1340	1303	396	412	3	130			2	10					
Tinh S­¬ng-Minh L«i Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle42.spr	34	1	2	Trang bÞ Hoµng Kim, bé trang C«n L«n §ao Ph¸p cÊp Tinh S­¬ng, mãn 4	3	99999	10	0	30	135	135	31	80	80																36	10	39	9	46	1							962	940	4290	4058	1340	1303	396	412	4	2352	2343		2	10					
Tinh S­¬ng-Minh L«i Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash80.spr	33	2	1	Trang bÞ Hoµng Kim, bé trang C«n L«n §ao Ph¸p cÊp Tinh S­¬ng, mãn 5	4	99999	10	0	30	160	160	31	80	80																36	10	39	9	46	1							962	880	4294	1023	1340	1303	396	412	5	2620	1281		2	10					
Tinh S­¬ng-Minh L«i §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth85.spr	24	2	3	Trang bÞ Hoµng Kim, bé trang C«n L«n §ao Ph¸p cÊp Tinh S­¬ng, mãn 6	0	99999	10	0	30	720	720	31	90	90																36	10	39	9	46	1							962	860	4290	1023	4298	4315	396	412	6	2352	2840		2	10					
Tinh S­¬ng-Minh L«i B¶o §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade36.spr	10	1	4	Trang bÞ Hoµng Kim, bé trang C«n L«n §ao Ph¸p cÊp Tinh S­¬ng, mãn 7	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	10	39	9	46	1							2716	900	1084	4059	1325	4315	396	412	7	2352	130		2	10					
Tinh S­¬ng-Minh L«i Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes85.spr	26	2	2	Trang bÞ Hoµng Kim, bé trang C«n L«n §ao Ph¸p cÊp Tinh S­¬ng, mãn 8	1	99999	10	0	30	160	160	31	80	80																36	10	39	9	46	1							962	920	4294	4060	1262	1303	396	412	8	2352	1281		2	10					
Tinh S­¬ng-Minh L«i Béi	0	9	1	\spr\item\equip\waist\obj-waist37.spr	36	1	2	Trang bÞ Hoµng Kim, bé trang C«n L«n §ao Ph¸p cÊp Tinh S­¬ng, mãn 9	3	99999	10	0																						36	10	39	9	46	1							962	940	981	4058	1340	1303	396	412	9	2621	1281		2	10					
Tinh S­¬ng-Minh L«i Cµn Kh«n Giíi	0	3	0	\spr\item\equip\ring\obj-ring36.spr	37	1	1	Trang bÞ Hoµng Kim, bé trang C«n L«n §ao Ph¸p cÊp Tinh S­¬ng, mãn 10	4	99999	10	0																						36	10	39	9	46	1							962	880	981	1023	1340	1303	396	412	10	130			2	10					
Tinh S­¬ng-Oanh Minh Phï	0	4	1	\spr\item\equip\nick\obj-neck36.spr	36	2	1	Trang bÞ Hoµng Kim, bé trang C«n L«n KiÕm Ph¸p cÊp Tinh S­¬ng, mãn 1	3	99999	10	0																						36	10	39	9	46	1							962	860	980	1023	1003	1303	397	413	1	2623	1281		2	10					
Tinh S­¬ng-Oanh Minh §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap85.spr	28	2	2	Trang bÞ Hoµng Kim, bé trang C«n L«n KiÕm Ph¸p cÊp Tinh S­¬ng, mãn 2	4	99999	10	0	30	360	360	31	85	85																36	10	39	9	46	1							962	900	981	4059	1340	4315	397	413	2	2352	1281		2	10					
Tinh S­¬ng-Oanh Minh Linh Ngäc ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring36.spr	37	1	1	Trang bÞ Hoµng Kim, bé trang C«n L«n KiÕm Ph¸p cÊp Tinh S­¬ng, mãn 3	0	99999	10	0																						36	10	39	9	46	1							962	920	980	4060	1340	1303	397	413	3	130			2	10					
Tinh S­¬ng-Oanh Minh Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle42.spr	34	1	2	Trang bÞ Hoµng Kim, bé trang C«n L«n KiÕm Ph¸p cÊp Tinh S­¬ng, mãn 4	2	99999	10	0	30	135	135	31	80	80																36	10	39	9	46	1							962	940	4290	4058	1340	1303	397	413	4	2352	2344		2	10					
Tinh S­¬ng-Oanh Minh Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash80.spr	32	2	1	Trang bÞ Hoµng Kim, bé trang C«n L«n KiÕm Ph¸p cÊp Tinh S­¬ng, mãn 5	1	99999	10	0	30	160	160	31	80	80																36	10	39	9	46	1							962	880	4294	1023	1340	1303	397	413	5	2624	1281		2	10					
Tinh S­¬ng-Oanh Minh §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth85.spr	24	2	3	Trang bÞ Hoµng Kim, bé trang C«n L«n KiÕm Ph¸p cÊp Tinh S­¬ng, mãn 6	3	99999	10	0	30	720	720	31	90	90																36	10	39	9	46	1							962	860	4290	1023	4298	4315	397	413	6	2352	2841		2	10					
Tinh S­¬ng-Oanh Minh ThÇn KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword33.spr	9	1	3	Trang bÞ Hoµng Kim, bé trang C«n L«n KiÕm Ph¸p cÊp Tinh S­¬ng, mãn 7	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	10	39	9	46	1							2720	900	1163	4059	1342	4315	397	413	7	2352	130		2	10					
Tinh S­¬ng-Oanh Minh Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes85.spr	26	2	2	Trang bÞ Hoµng Kim, bé trang C«n L«n KiÕm Ph¸p cÊp Tinh S­¬ng, mãn 8	0	99999	10	0	30	160	160	31	80	80																36	10	39	9	46	1							962	920	4294	4060	1262	1303	397	413	8	2352	1281		2	10					
Tinh S­¬ng-Oanh Minh Béi	0	9	1	\spr\item\equip\waist\obj-waist37.spr	36	1	2	Trang bÞ Hoµng Kim, bé trang C«n L«n KiÕm Ph¸p cÊp Tinh S­¬ng, mãn 9	2	99999	10	0																						36	10	39	9	46	1							962	940	981	4058	1340	1303	397	413	9	2625	1281		2	10					
Tinh S­¬ng-Oanh Minh D­¬ng Chi ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring36.spr	37	1	1	Trang bÞ Hoµng Kim, bé trang C«n L«n KiÕm Ph¸p cÊp Tinh S­¬ng, mãn 10	1	99999	10	0																						36	10	39	9	46	1							962	880	981	1023	1340	1303	397	413	10	130			2	10					
Tinh S­¬ng-H¹o Thiªn H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck34.spr	36	2	1	Trang bÞ Hoµng Kim, bé trang Hoa S¬n KiÕm T«ng cÊp Tinh S­¬ng, mãn 1	0	99999	10	0																						36	10	39	10	46	1							962	880	980	1023	1003	1303	398	414	1	3650	1281		2	10					
Tinh S­¬ng-H¹o Thiªn Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap86.spr	28	2	2	Trang bÞ Hoµng Kim, bé trang Hoa S¬n KiÕm T«ng cÊp Tinh S­¬ng, mãn 2	2	99999	10	0	30	360	360	31	85	85																36	10	39	10	46	1							962	920	981	4060	1340	3545	398	414	2	2352	1281		2	10					
Tinh S­¬ng-H¹o Thiªn Thiªn ThÇn ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring34.spr	37	1	1	Trang bÞ Hoµng Kim, bé trang Hoa S¬n KiÕm T«ng cÊp Tinh S­¬ng, mãn 3	1	99999	10	0																						36	10	39	10	46	1							962	940	980	4058	1340	1303	398	414	3	130			2	10					
Tinh S­¬ng-H¹o Thiªn Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle40.spr	34	1	2	Trang bÞ Hoµng Kim, bé trang Hoa S¬n KiÕm T«ng cÊp Tinh S­¬ng, mãn 4	3	99999	10	0	30	135	135	31	80	80																36	10	39	10	46	1							962	900	4291	4059	1340	1303	398	414	4	2352	3653		2	10					
Tinh S­¬ng-H¹o Thiªn Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash78.spr	32	2	1	Trang bÞ Hoµng Kim, bé trang Hoa S¬n KiÕm T«ng cÊp Tinh S­¬ng, mãn 5	4	99999	10	0	30	160	160	31	80	80																36	10	39	10	46	1							962	860	4297	1023	1340	1303	398	414	5	3651	1281		2	10					
Tinh S­¬ng-H¹o Thiªn Y	0	2	1	\spr\item\equip\armor\obj-ma-cloth86.spr	24	2	3	Trang bÞ Hoµng Kim, bé trang Hoa S¬n KiÕm T«ng cÊp Tinh S­¬ng, mãn 6	0	99999	10	0	30	720	720	31	90	90																36	10	39	10	46	1							962	880	4291	1023	4298	3545	398	414	6	2352	3910		2	10					
Tinh S­¬ng-H¹o Thiªn KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword32.spr	9	1	3	Trang bÞ Hoµng Kim, bé trang Hoa S¬n KiÕm T«ng cÊp Tinh S­¬ng, mãn 7	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	10	39	10	46	1							2714	920	1084	4060	1340	3545	398	414	7	2352	130		2	10					
